rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
157,map,yukina-northern-kyushu,福北 (Fukuoka & Kitakyūshū),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,207,207,207,207,snapshot_2026_07_06.json,snapshot_2026_07_05.json
158,map,yukina-cz-ostrava,Ostrava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,191,191,191,191,snapshot_2026_07_06.json,snapshot_2026_07_05.json
159,map,sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,187,187,187,187,snapshot_2026_07_06.json,snapshot_2026_07_05.json
160,map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,181,181,181,181,snapshot_2026_07_06.json,snapshot_2026_07_05.json
161,map,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,173,173,173,173,snapshot_2026_07_06.json,snapshot_2026_07_05.json
162,map,nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,172,172,172,172,snapshot_2026_07_06.json,snapshot_2026_07_05.json
163,map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,170,170,170,170,snapshot_2026_07_06.json,snapshot_2026_07_05.json
164,map,oklahoma-city,Oklahoma City,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,162,162,162,162,snapshot_2026_07_06.json,snapshot_2026_07_05.json
165,map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,161,161,161,161,snapshot_2026_07_06.json,snapshot_2026_07_05.json
166,map,waterloo,Region of Waterloo,Kronifer,Kronifer,https://github.com/Kronifer,0,0,160,160,160,160,snapshot_2026_07_06.json,snapshot_2026_07_05.json
167,map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,159,159,159,159,snapshot_2026_07_06.json,snapshot_2026_07_05.json
168,map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,0,0,157,157,157,157,snapshot_2026_07_06.json,snapshot_2026_07_05.json
169,map,orange-county,Orange County,rslurry,slurry,https://github.com/rslurry,0,0,154,154,154,154,snapshot_2026_07_06.json,snapshot_2026_07_05.json
170,map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,0,0,153,128,153,128,snapshot_2026_07_06.json,snapshot_2026_07_05.json
171,map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,0,0,152,152,152,152,snapshot_2026_07_06.json,snapshot_2026_07_05.json
172,map,cdmx-core,CDMX Core,rslurry,slurry,https://github.com/rslurry,0,0,145,145,145,145,snapshot_2026_07_06.json,snapshot_2026_07_05.json
173,map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,0,0,142,142,142,142,snapshot_2026_07_06.json,snapshot_2026_07_05.json
174,map,yukina-bydgoszcz-torun,Bydgoszcz - Toruń,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,142,142,142,142,snapshot_2026_07_06.json,snapshot_2026_07_05.json
175,map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,141,141,141,141,snapshot_2026_07_06.json,snapshot_2026_07_05.json
176,map,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,0,0,140,140,140,140,snapshot_2026_07_06.json,snapshot_2026_07_05.json
177,map,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,140,140,140,140,snapshot_2026_07_06.json,snapshot_2026_07_05.json
178,map,yukina-tw-tainan,臺南 (Tainan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,138,138,138,138,snapshot_2026_07_06.json,snapshot_2026_07_05.json
179,map,greater-portland,Greater Portland,rslurry,slurry,https://github.com/rslurry,0,0,137,137,137,137,snapshot_2026_07_06.json,snapshot_2026_07_05.json
180,map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,136,136,136,136,snapshot_2026_07_06.json,snapshot_2026_07_05.json
181,map,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,135,135,135,135,snapshot_2026_07_06.json,snapshot_2026_07_05.json
182,map,yukina-cz-plzen,Plzeň,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,135,135,135,135,snapshot_2026_07_06.json,snapshot_2026_07_05.json
183,map,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,126,126,126,126,snapshot_2026_07_06.json,snapshot_2026_07_05.json
184,map,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,125,125,125,125,snapshot_2026_07_06.json,snapshot_2026_07_05.json
185,map,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,0,0,121,121,121,121,snapshot_2026_07_06.json,snapshot_2026_07_05.json
186,map,greater-baltimore,Greater Baltimore,rslurry,slurry,https://github.com/rslurry,0,0,120,120,120,120,snapshot_2026_07_06.json,snapshot_2026_07_05.json
187,map,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,0,0,119,119,119,119,snapshot_2026_07_06.json,snapshot_2026_07_05.json
188,map,yukina-pl-poznan,Poznań,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,113,113,113,113,snapshot_2026_07_06.json,snapshot_2026_07_05.json
189,map,yukina-cz-ustecko-chomutov,Ústí nad Labem - Chomutov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,111,111,111,111,snapshot_2026_07_06.json,snapshot_2026_07_05.json
190,map,mfn-northwestar,Northwest Arkansas,crumpetime,muffintime,https://github.com/crumpetime,0,0,110,110,110,110,snapshot_2026_07_06.json,snapshot_2026_07_05.json
191,map,garda-lake,Garda Lake,Maximilian284,max02,https://github.com/Maximilian284,0,0,109,109,109,109,snapshot_2026_07_06.json,snapshot_2026_07_05.json
192,map,daegu-4,Daegu (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,106,106,106,106,snapshot_2026_07_06.json,snapshot_2026_07_05.json
193,map,yukina-cz-olomouc,Olomouc,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,101,101,101,101,snapshot_2026_07_06.json,snapshot_2026_07_05.json
194,map,yukina-cz-hradec-pardubice,Hradec Králové - Pardubice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,99,99,99,99,snapshot_2026_07_06.json,snapshot_2026_07_05.json
195,map,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,0,0,98,98,98,98,snapshot_2026_07_06.json,snapshot_2026_07_05.json
196,map,yukina-tw-hsinchu,新竹 (Hsinchu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,95,95,95,95,snapshot_2026_07_06.json,snapshot_2026_07_05.json
197,map,tromso-no,Tromsø,rslurry,slurry,https://github.com/rslurry,0,0,93,93,93,93,snapshot_2026_07_06.json,snapshot_2026_07_05.json
198,map,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,93,93,93,93,snapshot_2026_07_06.json,snapshot_2026_07_05.json
199,map,mfn-rdu,Raleigh,crumpetime,muffintime,https://github.com/crumpetime,0,0,92,92,92,92,snapshot_2026_07_06.json,snapshot_2026_07_05.json
200,map,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,0,0,91,77,91,77,snapshot_2026_07_06.json,snapshot_2026_07_05.json
201,map,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,81,81,81,81,snapshot_2026_07_06.json,snapshot_2026_07_05.json
202,map,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,80,80,80,80,snapshot_2026_07_06.json,snapshot_2026_07_05.json
203,map,daejeon-4,Daejeon (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,75,75,75,75,snapshot_2026_07_06.json,snapshot_2026_07_05.json
204,map,yukina-shizuoka-hamamatsu,静岡・浜松 (Shizuoka/Hamamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,75,75,75,75,snapshot_2026_07_06.json,snapshot_2026_07_05.json
205,map,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,73,73,73,73,snapshot_2026_07_06.json,snapshot_2026_07_05.json
206,map,daejeon-3,Daejeon (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,71,71,71,71,snapshot_2026_07_06.json,snapshot_2026_07_05.json
207,map,gwangju-4,Gwangju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,71,71,71,71,snapshot_2026_07_06.json,snapshot_2026_07_05.json
208,map,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,70,70,70,70,snapshot_2026_07_06.json,snapshot_2026_07_05.json
209,map,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,69,69,69,69,snapshot_2026_07_06.json,snapshot_2026_07_05.json
210,map,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,0,0,67,67,67,67,snapshot_2026_07_06.json,snapshot_2026_07_05.json
211,map,yukina-okayama,岡山 (Okayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,64,64,64,64,snapshot_2026_07_06.json,snapshot_2026_07_05.json
212,map,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,62,62,62,62,snapshot_2026_07_06.json,snapshot_2026_07_05.json
213,map,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,0,0,60,51,60,51,snapshot_2026_07_06.json,snapshot_2026_07_05.json
214,map,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,0,0,60,60,60,60,snapshot_2026_07_06.json,snapshot_2026_07_05.json
215,map,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,60,60,60,60,snapshot_2026_07_06.json,snapshot_2026_07_05.json
216,map,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,56,56,56,56,snapshot_2026_07_06.json,snapshot_2026_07_05.json
217,map,gwangju-3,Gwangju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,55,55,55,55,snapshot_2026_07_06.json,snapshot_2026_07_05.json
218,map,syracuse-ny,"Syracuse, NY",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,0,0,54,54,54,54,snapshot_2026_07_06.json,snapshot_2026_07_05.json
219,map,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,46,46,46,46,snapshot_2026_07_06.json,snapshot_2026_07_05.json
220,map,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,46,46,46,46,snapshot_2026_07_06.json,snapshot_2026_07_05.json
221,map,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,0,0,44,44,44,44,snapshot_2026_07_06.json,snapshot_2026_07_05.json
222,map,toledo-oh,Toledo,bean1322,bean1322,https://github.com/bean1322,0,0,44,44,44,44,snapshot_2026_07_06.json,snapshot_2026_07_05.json
223,map,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,44,44,44,44,snapshot_2026_07_06.json,snapshot_2026_07_05.json
224,map,yukina-cz-ceske-budejovice,České Budějovice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,43,43,43,43,snapshot_2026_07_06.json,snapshot_2026_07_05.json
225,map,akron-oh,"Akron, OH",bean1322,bean1322,https://github.com/bean1322,0,0,42,42,42,42,snapshot_2026_07_06.json,snapshot_2026_07_05.json
226,map,cusco,Cusco,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,40,40,40,40,snapshot_2026_07_06.json,snapshot_2026_07_05.json
227,map,arequipa,Arequipa,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,34,34,34,34,snapshot_2026_07_06.json,snapshot_2026_07_05.json
228,map,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,28,28,28,28,snapshot_2026_07_06.json,snapshot_2026_07_05.json
229,map,yukina-cz-karlovy-vary,Karlovy Vary,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,28,28,28,28,snapshot_2026_07_06.json,snapshot_2026_07_05.json
230,map,yukina-ee-parnu,Pärnu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,28,28,28,28,snapshot_2026_07_06.json,snapshot_2026_07_05.json
231,map,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,25,25,25,25,snapshot_2026_07_06.json,snapshot_2026_07_05.json
232,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,0,0,23,23,23,23,snapshot_2026_07_06.json,snapshot_2026_07_05.json
233,map,yukina-pl-kielce,Kielce,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,21,21,21,21,snapshot_2026_07_06.json,snapshot_2026_07_05.json
234,map,chiclayo,Chiclayo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,19,19,19,19,snapshot_2026_07_06.json,snapshot_2026_07_05.json
235,map,trujillo,Trujillo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,19,19,19,19,snapshot_2026_07_06.json,snapshot_2026_07_05.json
236,map,yukina-pl-zielona-gora,Zielona Góra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,19,19,19,19,snapshot_2026_07_06.json,snapshot_2026_07_05.json
237,map,chimbote,Chimbote,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,18,18,18,18,snapshot_2026_07_06.json,snapshot_2026_07_05.json
238,map,piura,Piura,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,18,18,18,18,snapshot_2026_07_06.json,snapshot_2026_07_05.json
239,map,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,18,18,18,18,snapshot_2026_07_06.json,snapshot_2026_07_05.json
240,map,iquitos,Iquitos,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,17,17,17,17,snapshot_2026_07_06.json,snapshot_2026_07_05.json
241,map,yukina-ee-tartu,Tartu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,17,17,17,17,snapshot_2026_07_06.json,snapshot_2026_07_05.json
242,map,yukina-pl-olsztyn,Olsztyn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,16,16,16,16,snapshot_2026_07_06.json,snapshot_2026_07_05.json
243,map,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,15,15,15,15,snapshot_2026_07_06.json,snapshot_2026_07_05.json
244,map,yukina-ee-ida-viru,Ida-Viru,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,13,13,13,13,snapshot_2026_07_06.json,snapshot_2026_07_05.json
245,map,yukina-pl-radom,Radom,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,13,13,13,13,snapshot_2026_07_06.json,snapshot_2026_07_05.json
246,map,yukina-pl-czestochowa,Częstochowa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,11,11,11,11,snapshot_2026_07_06.json,snapshot_2026_07_05.json
247,map,yukina-cz-jihlava,Jihlava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,9,9,9,9,snapshot_2026_07_06.json,snapshot_2026_07_05.json
248,map,yukina-cz-zlin,Zlín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,8,8,8,8,snapshot_2026_07_06.json,snapshot_2026_07_05.json
249,map,yukina-pl-opole,Opole,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,7,7,7,7,snapshot_2026_07_06.json,snapshot_2026_07_05.json
250,map,yukina-pl-legnica,Legnica - LGOM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,6,6,6,6,snapshot_2026_07_06.json,snapshot_2026_07_05.json
