rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
117,map,yukina-hiroshima-kure,広島 (Hiroshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,382,382,376,376,snapshot_2026_07_06.json,snapshot_2026_06_29.json
118,map,greatertwincities,Greater Twin Cities,DanielD1909,DanielD1909,https://github.com/DanielD1909,6,6,244,244,238,238,snapshot_2026_07_06.json,snapshot_2026_06_29.json
119,map,anchorage-ak,Anchorage,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,6,6,179,179,173,173,snapshot_2026_07_06.json,snapshot_2026_06_29.json
120,map,turin,Turin,Maximilian284,max02,https://github.com/Maximilian284,6,6,170,170,164,164,snapshot_2026_07_06.json,snapshot_2026_06_29.json
121,map,yukina-bydgoszcz-torun,Bydgoszcz - Toruń,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,142,142,136,136,snapshot_2026_07_06.json,snapshot_2026_06_29.json
122,map,greater-portland,Greater Portland,rslurry,slurry,https://github.com/rslurry,6,6,137,137,131,131,snapshot_2026_07_06.json,snapshot_2026_06_29.json
123,map,yukina-cz-plzen,Plzeň,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,135,135,129,129,snapshot_2026_07_06.json,snapshot_2026_06_29.json
124,map,connecticut-usa,Connecticut,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,6,6,133,133,127,127,snapshot_2026_07_06.json,snapshot_2026_06_29.json
125,map,jerusalem,Jerusalem,BarKuperman,BarKuperman,https://github.com/BarKuperman,5,5,227,227,222,222,snapshot_2026_07_06.json,snapshot_2026_06_29.json
126,map,albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,5,5,183,183,178,178,snapshot_2026_07_06.json,snapshot_2026_06_29.json
127,map,genoa,Genoa,Maximilian284,max02,https://github.com/Maximilian284,5,5,163,163,158,158,snapshot_2026_07_06.json,snapshot_2026_06_29.json
128,map,jeju-f,Jeju (Full Island),kimth9,kimth9,https://github.com/kimth9,5,5,158,158,153,153,snapshot_2026_07_06.json,snapshot_2026_06_29.json
129,map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,5,5,142,142,137,137,snapshot_2026_07_06.json,snapshot_2026_06_29.json
130,map,yukina-tw-tainan,臺南 (Tainan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,138,138,133,133,snapshot_2026_07_06.json,snapshot_2026_06_29.json
131,map,pianura-veneta,Pianura Veneta,Maximilian284,max02,https://github.com/Maximilian284,5,5,136,136,131,131,snapshot_2026_07_06.json,snapshot_2026_06_29.json
132,map,bologna,Bologna,Maximilian284,max02,https://github.com/Maximilian284,5,5,128,128,123,123,snapshot_2026_07_06.json,snapshot_2026_06_29.json
133,map,yukina-ee-parnu,Pärnu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,28,28,23,23,snapshot_2026_07_06.json,snapshot_2026_06_29.json
134,map,south-florida,South Florida,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,4,4,262,262,258,258,snapshot_2026_07_06.json,snapshot_2026_06_29.json
135,map,yukina-kitakyushu-shimonoseki,北九州 (Kitakyūshū),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,261,261,257,257,snapshot_2026_07_06.json,snapshot_2026_06_29.json
136,map,sejong-4,Sejong (40km×40km),kimth9,kimth9,https://github.com/kimth9,4,4,203,203,199,199,snapshot_2026_07_06.json,snapshot_2026_06_29.json
137,map,trondheim-val,Trondheim,Valdotorium,Valdotorium,https://github.com/Valdotorium,4,4,199,199,195,195,snapshot_2026_07_06.json,snapshot_2026_06_29.json
138,map,pyongyang-nk,Pyongyang,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,4,4,143,143,139,139,snapshot_2026_07_06.json,snapshot_2026_06_29.json
139,map,ciudad-juarez-el-paso,Ciudad Juárez-El Paso,rslurry,slurry,https://github.com/rslurry,4,4,138,138,134,134,snapshot_2026_07_06.json,snapshot_2026_06_29.json
140,map,san-antonio,San Antonio,rslurry,slurry,https://github.com/rslurry,4,4,125,125,121,121,snapshot_2026_07_06.json,snapshot_2026_06_29.json
141,map,yukina-tw-hsinchu,新竹 (Hsinchu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,95,95,91,91,snapshot_2026_07_06.json,snapshot_2026_06_29.json
142,map,tromso-no,Tromsø,rslurry,slurry,https://github.com/rslurry,4,4,93,93,89,89,snapshot_2026_07_06.json,snapshot_2026_06_29.json
143,map,daejeon-3,Daejeon (30km×30km),kimth9,kimth9,https://github.com/kimth9,4,4,71,71,67,67,snapshot_2026_07_06.json,snapshot_2026_06_29.json
144,map,cairo,Cairo,ryandicicco,ryandicicco,https://github.com/ryandicicco,3,3,305,305,302,302,snapshot_2026_07_06.json,snapshot_2026_06_29.json
145,map,mfn-madisonwi,Madison,crumpetime,muffintime,https://github.com/crumpetime,3,3,305,305,302,302,snapshot_2026_07_06.json,snapshot_2026_06_29.json
146,map,yukina-cz-ostrava,Ostrava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,191,191,188,188,snapshot_2026_07_06.json,snapshot_2026_06_29.json
147,map,sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,3,3,187,187,184,184,snapshot_2026_07_06.json,snapshot_2026_06_29.json
148,map,ulsan-4,Ulsan (40km×40km),kimth9,kimth9,https://github.com/kimth9,3,3,184,184,181,181,snapshot_2026_07_06.json,snapshot_2026_06_29.json
149,map,incheon-3,Incheon (30km×30km),kimth9,kimth9,https://github.com/kimth9,3,3,179,179,176,176,snapshot_2026_07_06.json,snapshot_2026_06_29.json
150,map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,159,159,156,156,snapshot_2026_07_06.json,snapshot_2026_06_29.json
151,map,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,3,3,121,121,118,118,snapshot_2026_07_06.json,snapshot_2026_06_29.json
152,map,willamette-valley,"Willamette Valley, OR",Phineapoo,Phineapoo,https://github.com/Phineapoo,3,3,107,107,104,104,snapshot_2026_07_06.json,snapshot_2026_06_29.json
153,map,catania,Catania,Maximilian284,max02,https://github.com/Maximilian284,3,3,102,102,99,99,snapshot_2026_07_06.json,snapshot_2026_06_29.json
154,map,piedmont-triad,Piedmont Triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,3,3,101,101,98,98,snapshot_2026_07_06.json,snapshot_2026_06_29.json
155,map,yukina-cz-olomouc,Olomouc,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,101,101,98,98,snapshot_2026_07_06.json,snapshot_2026_06_29.json
156,map,trondheim-no,Trondheim,rslurry,slurry,https://github.com/rslurry,3,3,81,81,78,78,snapshot_2026_07_06.json,snapshot_2026_06_29.json
157,map,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,73,73,70,70,snapshot_2026_07_06.json,snapshot_2026_06_29.json
158,map,pulau-pinang,Pulau Pinang,nzh0172,naz,https://github.com/nzh0172,3,3,63,63,60,60,snapshot_2026_07_06.json,snapshot_2026_06_29.json
159,map,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,3,3,44,44,41,41,snapshot_2026_07_06.json,snapshot_2026_06_29.json
