rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
160,map,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,44,44,41,41,snapshot_2026_07_06.json,snapshot_2026_06_29.json
161,map,yukina-pl-kielce,Kielce,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,21,21,18,18,snapshot_2026_07_06.json,snapshot_2026_06_29.json
162,map,yukina-pl-zielona-gora,Zielona Góra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,19,19,16,16,snapshot_2026_07_06.json,snapshot_2026_06_29.json
163,map,yukina-pl-olsztyn,Olsztyn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,16,16,13,13,snapshot_2026_07_06.json,snapshot_2026_06_29.json
164,map,yukina-kobe-akashi,神戸 (Kōbe),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,266,266,264,264,snapshot_2026_07_06.json,snapshot_2026_06_29.json
165,map,yukina-sendai,仙台 (Sendai),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,210,210,208,208,snapshot_2026_07_06.json,snapshot_2026_06_29.json
166,map,providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,2,2,193,193,191,191,snapshot_2026_07_06.json,snapshot_2026_06_29.json
167,map,daegu-3,Daegu (30km×30km),kimth9,kimth9,https://github.com/kimth9,2,2,183,183,181,181,snapshot_2026_07_06.json,snapshot_2026_06_29.json
168,map,jeju-3,Jeju (30km×30km),kimth9,kimth9,https://github.com/kimth9,2,2,180,180,178,178,snapshot_2026_07_06.json,snapshot_2026_06_29.json
169,map,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,173,173,171,171,snapshot_2026_07_06.json,snapshot_2026_06_29.json
170,map,nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,2,2,172,172,170,170,snapshot_2026_07_06.json,snapshot_2026_06_29.json
171,map,oklahoma-city,Oklahoma City,ryandicicco,ryandicicco,https://github.com/ryandicicco,2,2,162,162,160,160,snapshot_2026_07_06.json,snapshot_2026_06_29.json
172,map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,2,2,152,152,150,150,snapshot_2026_07_06.json,snapshot_2026_06_29.json
173,map,sejong-3,Sejong (30km×30km),kimth9,kimth9,https://github.com/kimth9,2,2,144,144,142,142,snapshot_2026_07_06.json,snapshot_2026_06_29.json
174,map,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,2,2,140,140,138,138,snapshot_2026_07_06.json,snapshot_2026_06_29.json
175,map,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,2,2,135,135,133,133,snapshot_2026_07_06.json,snapshot_2026_06_29.json
176,map,santa-barbara,Santa Barbara,rslurry,slurry,https://github.com/rslurry,2,2,133,133,131,131,snapshot_2026_07_06.json,snapshot_2026_06_29.json
177,map,rochester,Rochester,rslurry,slurry,https://github.com/rslurry,2,2,132,132,130,130,snapshot_2026_07_06.json,snapshot_2026_06_29.json
178,map,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,2,2,119,119,117,117,snapshot_2026_07_06.json,snapshot_2026_06_29.json
179,map,yukina-cz-ustecko-chomutov,Ústí nad Labem - Chomutov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,111,111,109,109,snapshot_2026_07_06.json,snapshot_2026_06_29.json
180,map,garda-lake,Garda Lake,Maximilian284,max02,https://github.com/Maximilian284,2,2,109,109,107,107,snapshot_2026_07_06.json,snapshot_2026_06_29.json
181,map,charleston-sc,"Charleston, SC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,2,2,99,99,97,97,snapshot_2026_07_06.json,snapshot_2026_06_29.json
182,map,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,2,2,98,98,96,96,snapshot_2026_07_06.json,snapshot_2026_06_29.json
183,map,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,80,80,78,78,snapshot_2026_07_06.json,snapshot_2026_06_29.json
184,map,ulsan-3,Ulsan (30km×30km),kimth9,kimth9,https://github.com/kimth9,2,2,79,79,77,77,snapshot_2026_07_06.json,snapshot_2026_06_29.json
185,map,daejeon-4,Daejeon (40km×40km),kimth9,kimth9,https://github.com/kimth9,2,2,75,75,73,73,snapshot_2026_07_06.json,snapshot_2026_06_29.json
186,map,yukina-shizuoka-hamamatsu,静岡・浜松 (Shizuoka/Hamamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,75,75,73,73,snapshot_2026_07_06.json,snapshot_2026_06_29.json
187,map,yukina-tw-chiayi,嘉義 (Chiayi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,72,72,70,70,snapshot_2026_07_06.json,snapshot_2026_06_29.json
188,map,dayton-oh,Dayton,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,2,2,71,71,69,69,snapshot_2026_07_06.json,snapshot_2026_06_29.json
189,map,gwangju-4,Gwangju (40km×40km),kimth9,kimth9,https://github.com/kimth9,2,2,71,71,69,69,snapshot_2026_07_06.json,snapshot_2026_06_29.json
190,map,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,70,70,68,68,snapshot_2026_07_06.json,snapshot_2026_06_29.json
191,map,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,2,2,60,60,58,58,snapshot_2026_07_06.json,snapshot_2026_06_29.json
192,map,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,60,60,58,58,snapshot_2026_07_06.json,snapshot_2026_06_29.json
193,map,syracuse-ny,"Syracuse, NY",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,2,2,54,54,52,52,snapshot_2026_07_06.json,snapshot_2026_06_29.json
194,map,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,46,46,44,44,snapshot_2026_07_06.json,snapshot_2026_06_29.json
195,map,yukina-cz-ceske-budejovice,České Budějovice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,43,43,41,41,snapshot_2026_07_06.json,snapshot_2026_06_29.json
196,map,akron-oh,"Akron, OH",bean1322,bean1322,https://github.com/bean1322,2,2,42,42,40,40,snapshot_2026_07_06.json,snapshot_2026_06_29.json
197,map,yukina-kumamoto,熊本 (Kumamoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,38,38,36,36,snapshot_2026_07_06.json,snapshot_2026_06_29.json
198,map,kristiansand-no,Kristiansand,rslurry,slurry,https://github.com/rslurry,2,2,32,32,30,30,snapshot_2026_07_06.json,snapshot_2026_06_29.json
199,map,piura,Piura,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,2,2,18,18,16,16,snapshot_2026_07_06.json,snapshot_2026_06_29.json
200,map,yukina-ee-tartu,Tartu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,17,17,15,15,snapshot_2026_07_06.json,snapshot_2026_06_29.json
201,map,yukina-ee-ida-viru,Ida-Viru,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,13,13,11,11,snapshot_2026_07_06.json,snapshot_2026_06_29.json
202,map,yukina-pl-radom,Radom,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,13,13,11,11,snapshot_2026_07_06.json,snapshot_2026_06_29.json
203,map,yukina-pl-czestochowa,Częstochowa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,11,11,9,9,snapshot_2026_07_06.json,snapshot_2026_06_29.json
204,map,yukina-cz-zlin,Zlín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,8,8,6,6,snapshot_2026_07_06.json,snapshot_2026_06_29.json
205,map,yukina-pl-opole,Opole,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,7,7,5,5,snapshot_2026_07_06.json,snapshot_2026_06_29.json
206,map,yukina-pl-legnica,Legnica - LGOM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,6,6,4,4,snapshot_2026_07_06.json,snapshot_2026_06_29.json
207,map,san-juan,San Juan,rslurry,slurry,https://github.com/rslurry,1,1,178,178,177,177,snapshot_2026_07_06.json,snapshot_2026_06_29.json
208,map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,170,170,169,169,snapshot_2026_07_06.json,snapshot_2026_06_29.json
209,map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,161,161,160,160,snapshot_2026_07_06.json,snapshot_2026_06_29.json
210,map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,1,1,157,157,156,156,snapshot_2026_07_06.json,snapshot_2026_06_29.json
211,map,orange-county,Orange County,rslurry,slurry,https://github.com/rslurry,1,1,154,154,153,153,snapshot_2026_07_06.json,snapshot_2026_06_29.json
212,map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,141,141,140,140,snapshot_2026_07_06.json,snapshot_2026_06_29.json
213,map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,136,136,135,135,snapshot_2026_07_06.json,snapshot_2026_06_29.json
214,map,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,126,126,125,125,snapshot_2026_07_06.json,snapshot_2026_06_29.json
215,map,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,125,125,124,124,snapshot_2026_07_06.json,snapshot_2026_06_29.json
216,map,yukina-pl-poznan,Poznań,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,113,113,112,112,snapshot_2026_07_06.json,snapshot_2026_06_29.json
217,map,daegu-4,Daegu (40km×40km),kimth9,kimth9,https://github.com/kimth9,1,1,106,106,105,105,snapshot_2026_07_06.json,snapshot_2026_06_29.json
218,map,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,93,93,92,92,snapshot_2026_07_06.json,snapshot_2026_06_29.json
219,map,mfn-rdu,Raleigh,crumpetime,muffintime,https://github.com/crumpetime,1,1,92,92,91,91,snapshot_2026_07_06.json,snapshot_2026_06_29.json
220,map,wilmington-nc,"Wilmington, NC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,90,90,89,89,snapshot_2026_07_06.json,snapshot_2026_06_29.json
221,map,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,81,81,80,80,snapshot_2026_07_06.json,snapshot_2026_06_29.json
222,map,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,69,69,68,68,snapshot_2026_07_06.json,snapshot_2026_06_29.json
223,map,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,1,1,67,67,66,66,snapshot_2026_07_06.json,snapshot_2026_06_29.json
224,map,yukina-okayama,岡山 (Okayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,64,64,63,63,snapshot_2026_07_06.json,snapshot_2026_06_29.json
225,map,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,62,62,61,61,snapshot_2026_07_06.json,snapshot_2026_06_29.json
226,map,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,1,1,56,56,55,55,snapshot_2026_07_06.json,snapshot_2026_06_29.json
227,map,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,46,46,45,45,snapshot_2026_07_06.json,snapshot_2026_06_29.json
228,map,toledo-oh,Toledo,bean1322,bean1322,https://github.com/bean1322,1,1,44,44,43,43,snapshot_2026_07_06.json,snapshot_2026_06_29.json
229,map,cusco,Cusco,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,40,40,39,39,snapshot_2026_07_06.json,snapshot_2026_06_29.json
230,map,arequipa,Arequipa,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,34,34,33,33,snapshot_2026_07_06.json,snapshot_2026_06_29.json
231,map,johor-bahru,Johor Bahru,nzh0172,naz,https://github.com/nzh0172,1,1,31,31,30,30,snapshot_2026_07_06.json,snapshot_2026_06_29.json
232,map,yukina-cz-karlovy-vary,Karlovy Vary,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,28,28,27,27,snapshot_2026_07_06.json,snapshot_2026_06_29.json
233,map,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,25,25,24,24,snapshot_2026_07_06.json,snapshot_2026_06_29.json
234,map,chiclayo,Chiclayo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,19,19,18,18,snapshot_2026_07_06.json,snapshot_2026_06_29.json
235,map,trujillo,Trujillo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,19,19,18,18,snapshot_2026_07_06.json,snapshot_2026_06_29.json
236,map,chimbote,Chimbote,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,18,18,17,17,snapshot_2026_07_06.json,snapshot_2026_06_29.json
237,map,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,18,18,17,17,snapshot_2026_07_06.json,snapshot_2026_06_29.json
238,map,iquitos,Iquitos,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,17,17,16,16,snapshot_2026_07_06.json,snapshot_2026_06_29.json
239,map,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,15,15,14,14,snapshot_2026_07_06.json,snapshot_2026_06_29.json
240,map,yukina-cz-jihlava,Jihlava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,9,9,8,8,snapshot_2026_07_06.json,snapshot_2026_06_29.json
241,map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,181,181,181,181,snapshot_2026_07_06.json,snapshot_2026_06_29.json
242,map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,0,4,153,128,153,124,snapshot_2026_07_06.json,snapshot_2026_06_29.json
243,map,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,140,140,140,140,snapshot_2026_07_06.json,snapshot_2026_06_29.json
244,map,greater-baltimore,Greater Baltimore,rslurry,slurry,https://github.com/rslurry,0,0,120,120,120,120,snapshot_2026_07_06.json,snapshot_2026_06_29.json
245,map,mfn-northwestar,Northwest Arkansas,crumpetime,muffintime,https://github.com/crumpetime,0,0,110,110,110,110,snapshot_2026_07_06.json,snapshot_2026_06_29.json
246,map,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,0,2,91,77,91,75,snapshot_2026_07_06.json,snapshot_2026_06_29.json
247,map,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,0,1,60,51,60,50,snapshot_2026_07_06.json,snapshot_2026_06_29.json
248,map,gwangju-3,Gwangju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,55,55,55,55,snapshot_2026_07_06.json,snapshot_2026_06_29.json
249,map,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,28,28,28,28,snapshot_2026_07_06.json,snapshot_2026_06_29.json
250,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,0,0,23,23,23,23,snapshot_2026_07_06.json,snapshot_2026_06_29.json
